Last,First
Maddern,Victor
Moseley,Robert
Moscovitch,Nathaniel
Ciccone,fn
Magee,Patrick
Magnani,Anna
Maharis,George
Tomlinson,Mary
Maitland,Marne
Majors,Lee
Makeham,Eliot
Wyse,Ray
Sekulovich,Malden
Malkovich,John
Malleson,Miles
Mallory,Patricia
Flynn,Janet
Maloney,Dorothy
Malyon,Eily
Mancuso,Nick
Mander,Lionel
Mangano,Silvana
Liebermann,David
Mannheim,Lucie
Manni,Ettori
Harvuot,Inez
Palmer,Vera Jane
Marianetti,Paul
Manz,Linda
Delgado,Adelaida
Marais-Villain,Jean
Marceau,Marcel
Marceau,Sophie
Bickel,Frederick McIntyre
March,Hal
March,Jane
Marchand,Corinne
Marchand,Henri
Marcuse,Theodore
Margetson,Arthur
Boldao y Castillo,Marguerita Maria Guadelupe
Margolin,Janet
Margolin,Stuart
Marin,Richard
Marin,Jacques
Marion-Crawford,Howard
bn,gn
Marken,Jane
Markey,Enid
Markham,Monte
Marley,John
Hipple,Hugh
Marlowe,Scott
Marmont,Percy
Mars,Kenneth
Simpson,Norma
Geraghty,Leslie March
Marsh,Mary Warne
Krauth,Violet
Marshal,Alan
Marshal,Arthur
Marshall,Brenda
Marshall,Connie
Marshall,Everett G.
Marshall,Herbert
Marshall,James
Phillips,William
Marshall,Zena
Martin,Anne-Marie
Martin,Chris-Pin
Crocetti,Dino
Martin,Dewey
Martin,Dick
Martin,Edie
Martin,Marion
Martin,Mary
Martin,Millicent
Martin,Pamela
Rosenblatt,Martin
Martin,Steve
Martin,Strother
Norris,Alfred
Martinelli,Elsa
Martini,Nino
Martinson,Leslie H.
Schoenberg,Leonard
Schoenberg,Julius
Schoenberg,Adolph (Arthur)
Schoenberg,Milton
Schoenberg,Herbert
Brooks,Marx
Masina,Giulietta
Maskell,Virginia
Mason,James
Mason,Marsha
Flugrath,Leona
Massari,Lea
Massen,Osa
Massey,Anna
Massey,Daniel
Massey,Edith
Hajmassey,Ilona
Massey,Raymond
Massie,Paul
Mastroianni,Chiara
Mastroianni,Marcello
Masur,Richard
Mather,Aubrey
Matheson,Murray
Matthieson,Tim
Mathews,Kerwin
Mathasschanskayasky,Walter
Matthews,A.E.
Matthews,Jessie
Matthews,Lester
Mature,Victor
Mauch,William
Mauch,Robert
Fn,Gn
Maurey,Nicole
Maxwell,Edwin
Maxwell,Elsa
Hooker,Lois
Maxwell,Marvel
May,Elaine
May,Mathilda
Maxwell,Russ
Mayehoff,Eddie
Maynard,Bill
Maynard,Ken
Mayer-Boerckel,Ferdinand
Jones,Virginia
Mazurwski,Mikhail
Mazursky,Paul
McAndrew,Marianne
McAnnely,Ray
McAvoy,May
McBain,Diane
McBride,Donald
McCallister Jnr,Herbert Alonzo
McCallum,David
McCallum,John
McCallum,Neil
McCambridge,Mercedes
McCarthy,Kevin
McClory,Sean
McClure,Doug
McCormack,Patty
Judge,Peter
McCormick,Myron
McCowen,Alec
McCoy,Tim
McCrea,Jody
McCrea,Joel
McDaniel,Hattie
McDermott,Hugh
McDevitt,Ruth
Frye,Marie
McDowall,Betty
McDowell,Malcolm
McDowall,Roddy
McEnery,John
McEnery,Peter
McFarland,George Emmett
differentname,gn
McGavin,Darren
McGee,Vonetta
McGiver,John
McGlynn,Frank~sr
McGoohan,Patrick
McGovern,Elizabeth
McGraw,Ali
McGraw,Charles
McGuire,Biff
McGuire,Don
McGuire,Dorothy
McHattie,Stephen
McHugh,Frank
McIntire,John
McKellen,Sir Ian
McKenna,Siobhan
McKenna,T.P.
McKenna,Virginia
McKern,Reginald
McLaglen,Victor
McLaughlin,Gibb
McLeod,Catherine
McLerie,Allyn Ann
McLuhan,Marshall
McMillan,Kenneth
McNair,Barbara
McNally,Horace
McNamara,Maggie
McNaughton,Gus
McNear,Howard
McNee,Patrick
McNichol,Kristy
McQueen,Thelma
McQueen,Steve
McShane,Ian
McShane,Michael
McWade,Robert
Meadows,Jayne
Meara,Anne
Medford,Kay
Medina,Patricia
Medwin,Michael
Meek,Donald
Rathgeber,Ralph
Meighan,Thomas
Meillon,John
Melies,George S.
Mell,Marisa
Grumbach,J.P.
Melvin,Murray
Menjou,Adolphe
Merande,Doro
Mercer,Beryl
Merchant,Vivien
Mercier,Michele
Mercouri,Melina
Burgess,George
Merivale,John
Merivale,Philip
Meriwether,Lee
Merkel,Una
Zimmermann,Ethel
Lloyd,Mary
Rumbough,Nedenia Hutton
Merrill,Gary
Merritt,George
Merrow,Jane
Pickwood,William
Messemer,Hannes
Methot,Mayo
Metrano,Art
Meyer,Emile
Meyer,Torben
Shotter,Ralph Champion
Michaels,Beverly
Michaels,Dolores
Michell,Keith
Middleton,Charles
Middleton-Powell,Guy
Middleton,Ray
Middleton,Robert
Midler,Bette
Mifune,Toshiro
Miles,Sir Bernard
Miles,Joanna
Perreau,Gerald
Miles,Sarah
Miles,Sylvia
Ralston,Vera
Milian,Tomas
Miljan,John
Truscott-Jones,Reginald
Collier,Lucy Ann
Miller,David
Miller,Denny
Miller,Dick
Miller,Glenn
Miller,Jason
Miller,Mandy
Mueller,M.
Sargent,Harold
Miller,Patsy Ruth
Miller,Penelope Ann
Miller,Seton I.
Miller,Walter C.
Milligan,Spike
Mills,Donna
Mills,Hayley
Mills,Sir John
Mills,Juliet
Milner,Martin
Milton,Billy
Mimieux,Yvette
Minciotti,Esther
Minciotti,Silvio
Mineo,Sal
Minelli,Liza
Reilly,Juliet
Sanpietro,Ines Isabella
Miren,Helen
Mizell,Cameron
Mitchell,Grant
Mitchell,Julien
Mitchell,Millard
Mitchell,Thomas
Mitchell,Warren
Joseph,Yvonne
Mitchum,Christopher
Mitchum,James
Mitchum,Robert
Mix,Tom
Modot,Gaston
Moehrle,Grace
Moffatt,Graham
Moffett,Sharyn
Mohr,Gerald
Mollison,Henry
Cuq,Pierre
Levi,Ivo
Baker (Mortenson),Norma Jean
Montague,Lee
Montalban,Ricardo
Montagna,Luigi
Levi,Ivo
deSanto Silas,Maria
Montgomery,Belinda
Montgomery,Robert Douglass
Montgomery,Elizabeth
Letz,George M.
Montgomery,Henry
Moodnick,Ronald
Morrison,Kathleen
Moore,Constance
Moore,gn
Moore,Dickie
Moore,Dudley
Moore,Eva
Moore,Grace
Moore,Ida
Moore,Juanita
Moore,Julianne
Moore,Mary Tyler
Moore,Matt
Moore,Owen
Moore,Robert
Moore,Roger
Koford,Helen
Moore,Tom
Moore,Victor
Moorehead,Agnes
Moran-Young,Lois
Moran,Polly
More,Kenneth
Moreau,Jeanne
Moreland,Mantan
Moreno,Antonio
Alverio,Rosita Dolores
Morgan,Dennis
Wupperman,Francis
Bratsburg,Harry
Morgan,Helen
Roussel,Simone
Wupperman,Ralph
Morgan,Terence
Morison,Eileen
Fumoleau,Blanche
Linton,Mildred
Morley,Robert
Morris,Chester
Morris,Greg
Morris,Howard
Morris,Lana
Morris,Mary
Morris,Mary
deWayne Morris,Bert
Morrison,Barbara
Marano,Doretta
Morrow,Carrie Ann
Morrow,Jeff
Morrow,Jo
Morrow,Joshua
Morrow,Vic
Morse,Barry
Morse,Helen
Morse,Hilary
Morse,Robert
Morton,Clive
Maaskoff,Morris
Mosjoukine,Ivan
Mosley,Roger E.
Moss,Arnold
Mostel,Zero
Moulder Brown,John
Mount,Peggy
Castaneda,Movita
Mowbray,Alan
Mower,Patrick
Cheetham,Leonard M.
Mueller,Dorothy
Mueller,Elizabeth
Mueller-Stahl,Armin
Muir,Esther
Muir,Gavin
Mukherjee,Madhuri
Fullerton,Jean Muir
Mulcaster,G.H.
Muldaur,Diana
Mulhall,Jack
Mulhare,Edward
Mullaney,Jack
Mullard,Arthur
Mullen,Barbara
Muller,Renate
Mulligan,Richard
Mumy,Billy
Mundin,Herbert
Weisenfreund,Muni
Munro,Caroline
Munro,Janet
Munsel,Partice
Munshin,Jules
Wolcott,Ona
Murdoch,Richard
Murphy,Audie
Murphy,Ben
Murphy,Charlie
Murphy,Eddie
Murphy,George
Murphy,Mary
Murphy,Michael
Murphy,Rosemary
Murray,Barbara
Murray,Charlie
Murray,Don
Murray,James
Court,Don
Koenig,Marie Adrienne
Murray,Stephen
Murray-Hill,Peter
Musante,Tony
Muse,Clarence
Mustin,Burt
Myers,Carmel
Myers,Harry
Myrtil,Odette
Nader,George
Dolan,Anne
Nagel,Conrad
Naish,J. Carrol
Johnson,Laurence
Dooley,Anita Donna
Napier-Clavering,Alan
Ellis,Molly
Nares,Owen
Nash,Clarence
Nash,Marilyn
Nash,Mary
Natwick,Mildred
Naughton,James
Nazimoff,Alla
Nazzari,Amedeo
Robertson,Dame Marjorie
Neal,Patricia
Neal,Tom
Nebel,Kay
Nedell,Bernard
Neeson,Liam
Knef,Hildegard
Chalupek,Appolonia
Neil,Hildegarde
Neill,Sam
Nelligan,Kate
Neilson,Robert
Nelson,Craig T.
Nelson,Ed
Berg,Leander
Nelson,Lori
Nelson,Ozzie
Nelson,Rick
Nelson,Willie
Nero,Franco
Nesbitt,Cathleen
Nesbitt,Derren
Nettleton,John
Nettleton,Lois
Newall,Guy
Newhart,Bob
Newland,John
Newlands,Anthony
Newley,Anthony
Newman,Barry
Newman,Nanette
Newman,Paul
Rachel,Newman
Scott,Newman
Newmeyer,Julia
Newton,Robert
Newton-John,Olivia
Ney,Marie
Ney,Richard
Nichols,Barbara
Nichols,Dandy
Nicholson,Jack
Nicholson,Nora
Nicol,Alex
Nielsen,Asta
Nielsen,Brigitte
Nielsen,Leslie
Niemi,Lisa
Niesen,Gertrude
Nigh,Jane
Nilsson,Anna Q.
Nimmo,Derek
1982,Leonard
Rutz-Nissen,Grethe
Niven,David
Nixon,Marian
Nixon,Marni
Nobuko,Miyamoto
Noel,Magali
Noel,Lucien
Noiret,Philipe
Nolnan,Robert
Nolan,Doris
Nolan,Lloyd
Robertson,Mary Imogene
Nolte,Nick
Noonan,Tom
Noon,Thomas
Thornton,Maria Lydia
Fortescue,Mabel
Norris,Chuck
Norris,Edward
North,Jay
North,Ted
Bethel,Dawn
Norton,Edgar
Naughton,Mortimer J.
Novak,Eva
Novak,Jane
Novak,Marilyn
Samaniegos,Ramon
Davies,Ivor
Novello,Jay
Nugent,Elliott
Nureyev,Rudolph
Nuyen,France
Offield,Lewis D.
Oakland,Simon
Anderson,V.
Eichelberger,Vivian
Oates,Warren
Krampe,Hugh
Barclay,David
OConnell,Arthur
Goimbault,Mary
Steely,Ann
Ogilvy,Ian
Ogle,Charles
Rice,George
Fitzsimmons,Maureen
Ohmart,Carol
Oland,Warner
Oldland,Lilian
Oldman,Gary
Cox-Oliver,Edna May
Olivier,Lord Laurence
Olsen,John Sigurd
Olsen,Moroni
Olson,James
Olson,Nancy
Ondrakova,A.
Noonan,Virginia
Allgood,Maire
Ontkean,Michael
Opatosky,David
Oppenheimer,Alan
Orbach,Jerry
Orchard,Julian
Orth,Frank
Einstein,Bob
Osborne,Vivienne
Wale,Henry
Oscarsson,Per
Osmond,Cliff
Ostergren,Pernilla
Oswalda,Ossi
Ott,Fred
Ottiano,Rafaela
Oulton,Brian
Ouspenskaya,Maria
Overman,Lynne
Rowbotham,Bill
Owen,Reginald
Auen,Signe
Owens,Patricia
Oxley,David
Oznowicz,Frank
Pacino,Alfredo James
Padovani,Lee
Rutter,Sally
Page,Genevieve
Page,Geraldine
page,Anita
Fowler,Clara Ann
Griffin,Debralee
Pagliero,Marcelo
Jaden,Donna Mae
Paige,Mabel
Page,John Arthur
Paiva,Nestor
Palanuik,Walter
Palin,Michael
Pallette,Eugene
Brumek,Patricia
Lee,Palmer
Peiser,Lilli
Palmer,Maria
Paltrow,Gwyneth
Palmer,Peter
Paluzzi,Luciana
Pangborn,Franklin
Panzer,Paul
Papas,Irene
Paris,Jerry
Parker,Barnett
Schwabe,Cecil
Parker,Cecilia
Parker,Eleanor
Parker,Fess
Parker,Jameson
Greene,Lois Mae
Parker,Mary-Loise
Parker,Sarah Jessica Parker
Parker,Cecelia
Parkins,Barbara
Parks,Michael
Einstein,Harry
Kornstadt,Gerthe
Parnell,Emory
Parrish,Helen
Parry,Natasha
Parsons,Estelle
Oettinger,L.
Parton,Dolly
Vinicombe,Walter
Pate,Michael
Paterson,Pat
Fitzpatrick,Margaret
Patrick,Lee
Patrick,Nigel
Patten,Luana
Patterson,Elizabeth
Patterson,Lee
Patterson,Neva
Patterson,Pat
Pierangeli,Marisa
Pavarotti,Luciano
Pavlow,Muriel
Pawle,Lennox
Constantopoulos,Katina
Payne,John
Payne,Laurence
Payton,Barbara
Peach,Mary
Pearch,Alice
Pearce,Sir Eric
Pearson,Lloyd
Peck,Gregory
Montgomery,Peggy
Pellegrini,Raymond
Pendleton,Austin
Pendleton,Nat
Penhaligon,Susan
Pennick,Jack
Peppard,George
Perkins,Anthony
Perkins,Millie
Perkins,Osgood
Perreau-Saussine,Ghislaine
Perrine,Valerie
Perrins,Leslie
Persoff,Nehemiah
Pertwee,Jon
Pesci,Joseph
Peters,Bernadette
Peters,Brock
Peters,House
Peters,Jean
Carnahan,Susanne
Peters,Werner
Peterson,Dorothy
Petit,Anne-Marie
Petrie,Hay
Harding,Muriel
Pettet,Joanna
Pettingell,Frank
Pfeiffer,Michelle
Philbin,Mary
Philips,Conrad
Philips,Lee
Philips,Mary
Philips,Robin
Philliber,John
Phillips,Leslie
Phillips,MacKenzie
Phillips,Sian
Philpotts,Ambrosine
Phipps,Nicholas
fn,River Phoenix
Piccoli,Michel
Picasso,Paloma
Picerni,Paul
Pichel,Irving
Lindley,Louis Bert~Jr.
Smith,Jack
Smith,Lottie
Smith,Gladys
Pickles,Wilfred
Pickup,Ronald
Picon,Molly
Pidgeon,Walter
Pierlot,Francis
Pigott,Tempe
Pilbeam,Nova
Pinsent,Gordon
Pinza,Fortunato
Pioneers,Sons of
Piper,Frederick
Pisier,Marie-France
Pithey,Wensley
Pitt,Brad
Petrov,Ingrid
Pitts,Zasu
Platt,Edward
Platt,Louise
Platt,Marc
Pleasence,Donald
Pleshette,Suzanne
Plowright,Joan
Plummer,Christopher
Plunkett,Patricia
Podesta,Rossana
Pohlmann,Eric
Poitier,Sidney
Poiret,Jean
Polanski,Roman
Pollack,Sydney
Pollack,Michael J.
Fraser,Harold
Pollock,Ellen
Pons,Lily
Porcasi,Paul
Porter,Nyree
Portman,Eric
Potts,Cliff
Poujouly,Georges
Pounder,C.C.H.
Powell,Dick
Powell,Eleanor
Burce,Suzanne
Powell,Michael
Powell,Robert
Powell,Albert
Powell,William
Power,Hartley
Power,Tyrone
Power Snr,Tyrone
Powers,Mary Ellen
Federkiewicz,Stefania
Powers,Tom
Preiss,Wolfgang
Preisser,June
Preminger,Otto
Ragusa,Paula
Chassagne,Micheline
Presley,Elvis
Presley,Priscilla
Presnell,Harve
Preston,Kelly
Meservey,Robert Preston
Maude,Lillian
Price,Vincent
Priest,Martin
Primus,Barry
bnc,fc
Prince,William
Principal,Victoria
Prine,Andrew
Bisbee,Aileen
Prouty,Jed
Provine,Dorothy
Prowse,Juliet
Pryce,Jonathan
Pryor,Nicholas
Pryor,Richard
Puglia,Frank
Pulver,Liselotte
Purcell,Dick
Purcell,Noel
Grasdorf,R.
Purdom,Edmund
Purl,Linda
Purviance,Edna
Pyle,Denver
Quaid,Dennis
Quaid,Randy
Quarry,Robert
Quayle,Anna
Quayle,Anthony
Quick,Diana
Quillan,Eddie
Quilley,Dennis
Quine,Richard
Quinlan,Kathleen
Quinn,Anthony
Raab,Kurt
Radford,Basil
bn,fn
Radner,Gilda
Goffage,John
Rafferty,Frances
Raffin,Deborah
Ranft,George
Ragland,Rags
Railsback,Steve
Muraire,Jules
Rain,Jack
Rainer,Luise
Raines,Cristina
Raubes,Ella
Rains,Claude
Raitt,Rohn
Raki,Laya
Ralli,Giovanna
Chambers,Jessie Ralph
Ralston,Esther
Ralston,Jobyna
Ralston,Vera Hruba
Rambeau,Marjorie
Rampling,Charlotte
Beck,Helen Gould
Rosenberg,Leonard
Randell,Ron
McEvoy,Arthur
Randolph,Anders
Randolph,Elsie
Randolph,Jane
Randolph,John
Ransome,Prunella
Rappaport,David
Rappaport,Michael
Rasp,Fritz
Rasulala,Thalmus
Rasumny,Mikhail
Rathbone,Basil
Ratoff,Gregory
Rawlinson,Herbert
da Re,Aldo
Ray,Andrew
Ray,Charles
Ray,Johnnie
Olden,Charles
Corkrey,Kathleen
Raymond,Cyril
Raymond,Gary
Guion,Raymond
Wright,Paula Ramona
Rea,Stephen
Reagan,Ronald
Roberts,Bart
Reddy,Helen
Redford,Robert
Redgrave,Corin
Redgrave,Jemma
Redgrave,Lynn
Redgrave,Sir Michael
Redgrave,Vanessa
Redman,Joyce
Redmond,Liam
Redmond,Moira
Bergman,Edward
Mullenger,Donna
Reed,George
Reed,Maxwell
Reed,Oliver
Reed,Philip
Streicher,Herbert
Rees,Angharad
Reese,Tom
Reeve,Ada
Reeve,Christopher
Brewer,George
Reeves,Kynaston
Reeves,Steve
Reggiani,Serge
Reicher,Frank
Reid,Beryl
Reid,Carl
Reid,Elliott
Reid,Kate
Reid,Wallace
Reiner,Carl
Reinking,Ann
Relph,George
Remick,Lee
Duncan,Renault Renaldo
Renat,Simone
Rennie,James
Rennie,Michael
Renoir,Pierre
Renzi,Eva
Rettig,Thomas
Revere,Anne
Velagra,Doris
Revill,Clive
Rey,Alejandro
Rey,Fernando
Reynolds,Adeline deWalt
Reynolds,Burt
Reynolds,Mary Frances
Reynolds,Gene
Reynolds,Joyce
Goodspeed,Marjorie
Horrocks,Peter
Rhoades,Barbara
Rhodes,Betty Jane
Rhodes,Erik
Rhodes,Marjorie
Roche,Madeleine
Rhys,Paul
Rhys-Davies,John
Riano,Renie
Rice,Florence
Rice,Joan
Rich,Irene
Webb,Harold
Richards,Addison
Richards,Ann
Richards,Beah
Taylor,Richard Mansfield
Richards,Paul
Richardson,John
Richardson,Natasha
Richardson,Sir Ralph
Richman,Harry
Richman,Mark
Bowditch,Frederick W.
Rickles,Don
Riddle,Hal
Rea,John Huntingdon
Ridges,Stanley
Riefenstahl,Leni
Rigby,Edward
Rigby,Terence
Rigg,Diana
Rilla,Walter
Rimmer,Shane
Ringwald,Molly
Ripper,Michael
Riscoe,Arthur
Evans,E.
Ritchard,Cyril
Ritchie,June
Ritt,Martin
Ritter,Jonathan
Ritter,Woodward
Ritter,Thelma
Ritz,Harry
Ritz,*
Riva,Emmanuele
Rigueroa del Rivero,Dolores Conchita
Rivers,Joan
Rix,Brian
Roach,Bert
Roams,Lilian
Robards,Jason
Roberts~jr.,Jason
Robards,Sam
Robbins,Gale
Robbins,Jerome
Rober,Richard
Roberti,Lyda
Roberts,Doris
Roberts,Eric
Roberts,Julia
Roberts,Pernell
Roberts,Rachel
Roberts,Roy
Roberts,Theodore
Roberts,Tony
Robertshaw,Jerrold
Robertson,Cliff
Robertson,Dale
Robertson,Willard
Robeson,Paul
Wade,George Edward
Robin,Dany
Robinson,Andy
Robinson,Bill
Goldenberg,Emmanuel
Robinson,Francis
Robinson,Jay
Robinson,John
Svoboda,Madeleine
Robson,Dame Flora
Robison,Mary
Riese,Felicia
Roche,Eugene
Rockwell,Sam
Rodgers,Anton
Rodriques,Percy
Rogers,Charles
McMath,Virginia
Lovegren,Eleanor
Rogers,Lela
Rogers,Kenneth
Rogers,Mimi
Rogers,Paul
Slye,Leonard
Rogers,Wayne
Rogers,Will
Damaso deAlonso,Luis Antonio
Roland,Ruth
Rolfe,Guy
Warren,Yvonne
Roman,Leticia
Roman,Ruth
Romance,Vivianne
Gerguson,Harry
Ryott,Septimus William
Romero,Cesar
Rubenstein,E.
Ronet,Maurice
Ronstadt,Linda
Yule,Joe~Jnr
ert,Noel
deNaleche,Francoise
Rose,George
Rosenbloom,Maxie
Lunt,Arthur Milton
Ross,Diana
Ross,Herbert
Ross,Katharine
Gaunt,Bernice
Rossellini,Isabella
Omiccioli,Palmina
Rossington,Norman
Rossiter,Leonard
Rutstein,Lillian
Roundtree,Richard
Rounseville,Robert
Rowan,Dan
Rowlands,Virginia
Rowlands,Patsy
Rub,Christian
Smith,Alma
Rubinstein,John
Rudd,Paul
Rudley,Herbert
Rudner,Rita
Ruehl,Mercedes
Ruggles,Charles
Ruick,Barbara
Rule,Janice
Rumann,Siegfried
Runacre,Jenny
bn,gn
Rush,Barbara
Russel,Del
Russell,Theresa
Russell,Gail
Russell,Harold
Russell,Jane
Russell,John
Russell,Ken
Russell,Kurt
Leonard,Helen Louise
Russell,Nipsey
Russell,Rosalind
Rutherford,Ann
Rutherford,Margaret
Ruysdael,Basil
Riordan,Irene
Ryan,John P.
Ryan,Kathleen
Ryan,Mitchell
Ryan,Peggy
Ryan,Robert
McLaughlin,Katherine
Ryan,Tim
Rydell,Bobby
Winona,Horowitz
Dastagir,Sabu
Sahl,Mort
Saint,Eva Marie
Saint Denis,Michael
Miller,Susan
Szakall,Eugene Gero
Sakata,Harold
Sale,Charles
Hines,Milton
Sallis,Peter
Salmi,Albert
Salt,Jennifer
Samoilova,Tatania
Sampson,Will
Sanchez,Paul
Varaigne,Dominique
Sande,Walter
Sanders,George
Sanders,Scott
Sandford,Stanley J.
Sands,Diana
Sands,Tommy
Sanford,Erskine
Sanford,Ralph
San Giacomo,Laura
San Juan,Olga
Santoni,Reni
Santschi,Tom
Sarandon,Chris
Tomaling,Susan Abigail
Sargent,Dick
Sarne,Michael
Sarrazin,Michael
Sassard,Jaqueline
Lyon,Bernie
Savage,John
Savalas,Aristotles
Savo,Jimmy
Sawyer,Joseph
Orrico,Carmen
Scacchi,Greta
Scoglio,Giovanna
Scarwid,Diana
Schafer,Natalie
Schallert,William
Scheider,Roy
vonSchell,Catherine
Schell,Maria
Schell,Maximilian
Schiaffino,Rosanna
Schildkraut,Joseph
Schilling,Gus
Schmidt,Joseph
Schneider,Magda
Schneider,Maria
Albach-Retty,Rosemarie
Schrek,Max
fmn,gn
Schuck,John
Schultz,Dwight
Schunzel,Reinhold
Schwarz,Maurice
Schwarzenegger,Arnold
Schygulla,Hanna
bn,fn
Sciorra,Annabelle
Scofield,Paul
Scott,Campbell
Scott,George Campbell
Werschkul,Gordon M.
Scott,Hazel
Scott,Janette
Scott,Kathryn Leigh
Scott,Ken
Matzo,Emma
Scott,Margaretta
Scott,Martha
Scott,mary
Scott,Pippa
Crane,Randolph
Scott,Terry
Scott,Zachary
Scraps,none
Scourby,Alexander
Seagal,Steven
Herzstine (Hershey),Barbara
Searle,Jackie
Sears,Heather
Sjostrom,Victor
Seberg,Jean
Secombe,Harry
Segal,George
Segal,Vivienne
Seigner,Emmanuelle
Sekka,Johnny
Selby,David
Sellars,Elizabeth
Selleck,Tom
Sellers,Peter
Stubbs,Morton
Semon,Larry
Segato,Giuseppe
Sernas,Jacques
Serrone,Christopher
Servais,Jean
Sessions,Almira
Seton,Bruce
Seurat,Pilar
Sewell,George
Seyler,Athene
Seymour,Anne
Seymour,Dan
Seymour,Jane
Seyrig,Delphine
Shah,Kamran
Shannon,Harry
Shalhouz,Michael
Sharkey,Ray
Shatner,William
Shaughnessy,Mickey
Shaw,Reta
Shaw,Robert
Shaw,Sebastian
Sloots,Patsy
Elphick,Jeanette
Momi,Winfred Lei
Fulton,Joan
Schulefand,Dick
Dawe,Robert Shaen
Nikoulin,Tamara
Shoenberg,Alfred
King,Moira
Shearer,Norma
Sheen,Charlie
Estevez,Ramon
Sheffield,Johnny
Sheffield,Reginald
Sheldon,Gene
Barbara,Shelley
Price,John
Shelton,Joy
Shentall,Susan
Rogers,Samuel Shepard
Shepherd,Cybill
Shepherd,Elizabeth
Shepley-Smith,Michael
Strudwick,Shepperd
Sheridan,Clara Lou
Sheridan,Dinah
Sherman,Lowell
Thronton,Madeleine
Sheybal,Vladek
Shields,Arthur
Shields,Brooke
Shigeta,James
Shimkus,Joanna
Shimoda,Yuki
Shimura,Takashi
Shine,Bill
Shiner,Ronald
Shire,Talia
Shoemaker,Anne
Shore,Francis (Fanny) Rose
Shotter,Winifred
Adams,Casey
Shue,Elizabeth
Greenfield,Sammy
Kosow,Sophia
Sierra,Gregory
Kaminker,Simone
Sikking,James B.
Silvs,Milton
Silva,Henry
Silver,Joan Micklin
Silver,Ron
Silvera,Frank
Silverheels,Jay
Silver,Philip
Sim,Alistair
Sim,Gerald
Sim,Sheila
Simek,Vasek
Simmons,Jean
Simon,Francois
Simon,Paul
Simon,Simone
Simpson,Ivan
Simpson,O.J.
Simpson,Russel
Sims,Joan
Sinatra,Francis Albert
Sinatra,Nancy
Sinclair,Hugh
Sinden,Donald
Singer,Campbell
McNulty,Mariana
Skala,Lilia
Skelly,Hal
Skelton,Richard
Skerritt,Tom
Skinner,Cornelia
Skinner,Otis
Groom,Alison
Skulason,Helgi
Slate,Jeremy
Slater,John
Slaughter,N.Carter
Slezak,Walter
Sloane,Everett
Sloane,Olive
Smith,Gladys
Smith,Art
Smith,Brooke
Smith,Sir C.~Aubrey
Smith,Charles
Smith,Constance
Smith,Cyril
Van Orden,Robert
Smith,Kent
Smith,Lois
Smith,Maggie
Smith,Paul
Smith,Cheryl
Smith,Roger
Smoktunovsky,Innokenti
Smothers,Tom
Snipes,Wesley
Snodgrass,Carrie
Sofaer,Abraham
Sojin,fn
Sokoloff,Vladimir
Solon,Ewen
Somers,Suzanne
Schletz,Elke
Sommer,Josef
Sondergaard,Edith
Suzuki,Goro
Sordi,Alberto
de Rochbrune,Jean
Sorel,Louise
Sorvino,Paul
Lake,Harriette
bn,gn
Solberg,David
Spaak,Catherine
Space,Arthur
Spacek,Sissy
Sparkman,Edward
Sparv,Camilla
Pedersoli,Carlo
Spenser,Jeremy
Spielberg,David
Spinetti,Victor
Squire,Ronald
Modini,Robert
Stafford,Frederick
Stainton,Philip
Stallone,Sylvester
Stamp,Terence
Stamp-Taylor,Enid
Stander,Lionel
Standing,Sir Guy
Leon,John
St. Angel,Michael
Reid,Patricia
Stanton,Harry
Stevens,Ruby
Murray,Jean
Stapleton,Maureen
Stark,Graham
Starke,Pauline
Starrett,Charles
Steel,Anthony
Steele,Barbara
Bradbury,Robert
Hicks,Tommy
Steenburgen,Mary
Steiger,Rod
Stenskaja Sudakevich,Annel
Stepanek,Karel
Stephen,Susan
Stephens,Ann
Stephens,Martin
Stephens,Robert
Garroway,H.S.
Stephenson,James
Stephenson,Pamela
Steppat,Ilse
Stitch,George F.
Adriance,Jan Sterling
Hart,William John
Stevens,Andrew
Ingolia,Concetta
Shekles,Gail
Stensland,Inger
Wood,Gloria
Stevens,Leslie
Richards,Stephen
Stevenson,Onslow Ford
Stevens,Rise
Stevens,Ronnie
Eggleston,Estelle
Stevens,Warren
Stevenson,Housely
Stewart,Alexandra
Stewart,Anna May
Stewart,Athole
Steinberg,Elsy
Stewart,James Maitland
Stewart,Paul
Stewart,Patrick
Stewart,Sophie
Stiers,David Ogden
Stiller,Ben
Johnson,James
St John,Al
Streidler,Betta
St John,Christopher
St John,Howard
Oppenheim,Jill
Stock,Nigel
Stockfield,Betty
Stockwell,Dean
Stockwell,Guy
Stoltz,Eric
Stein,George
Stone,Harold
Stone,Lewis
Stone,Marianne
Stone,Milburn
Stone,Sharon
Stoppa,Paolo
Storch,Larry
Cottle,Josephine
Stossel,Ludwig
Stradner,Rose
Straight,Beatrice
Strange,Glenn
Strasberg,Lee
Strasberg,Susan
Stratten,Dorothy
Strauss,Peter
Strauss,Robert
Streep,Mary Louise
Streisand,Barbara Joan
Stricklyn,Ray
Stride,John
Stritch,Elaine
Strode,Woodrow
Stroud,Don
Stroyberg,Annette
Struthers,Sally
Stuart,Binkie
Finch,Gloria Stuart
Croall,John
Brooke,Margaret
Barry,Patrick
Sully,Frank
Sul-Te-Wan,*
Summerfield,Eleanor
Sumner,Geoffrey
Sundberg,Clinton
Sutherland,Donald
Sutherland,Kiefer
